"reviews_per_month","neighbourhood_group","room_type","price","minimum_nights","calculated_host_listings_count"
0.55,"Manhattan","Private room",130,2,1
2.95,"Manhattan","Private room",89,1,3
0.01,"Brooklyn","Entire home/apt",200,5,1
0.4,"Brooklyn","Entire home/apt",80,2,1
2.49,"Bronx","Private room",50,5,2
1.21,"Manhattan","Entire home/apt",135,28,2
1.15,"Manhattan","Private room",90,1,1
0.01,"Manhattan","Private room",270,5,1
3.24,"Brooklyn","Entire home/apt",110,3,1
1.52,"Manhattan","Entire home/apt",145,1,1
0.88,"Manhattan","Entire home/apt",179,30,1
0.25,"Queens","Private room",55,1,1
0.65,"Manhattan","Private room",110,2,1
0.94,"Manhattan","Entire home/apt",325,5,1
0.74,"Queens","Private room",75,30,3
0.44,"Brooklyn","Entire home/apt",300,1,1
0.86,"Manhattan","Private room",130,30,2
1.45,"Manhattan","Entire home/apt",190,30,1
1.06,"Manhattan","Entire home/apt",200,3,1
1.36,"Brooklyn","Entire home/apt",180,2,3
0.5,"Brooklyn","Entire home/apt",350,5,1
1.59,"Manhattan","Entire home/apt",195,30,4
0.03,"Manhattan","Entire home/apt",300,7,1
0.53,"Queens","Entire home/apt",75,28,1
0.11,"Manhattan","Entire home/apt",100,5,1
1.32,"Brooklyn","Private room",85,5,1
0.12,"Brooklyn","Entire home/apt",80,21,1
1.57,"Brooklyn","Private room",55,1,1
0.46,"Brooklyn","Private room",438,1,11
0.33,"Brooklyn","Entire home/apt",110,6,1
0.39,"Manhattan","Entire home/apt",200,2,1
1.28,"Brooklyn","Private room",279,1,11
0.29,"Brooklyn","Entire home/apt",137,1,1
0.05,"Brooklyn","Entire home/apt",280,3,1
2.59,"Brooklyn","Entire home/apt",199,30,1
2.45,"Manhattan","Private room",71,4,1
1.36,"Bronx","Private room",42,2,2
1.92,"Brooklyn","Entire home/apt",180,2,1
0.39,"Manhattan","Entire home/apt",226,5,1
0.05,"Brooklyn","Private room",85,3,1
0.06,"Manhattan","Entire home/apt",135,1,1
0.64,"Queens","Entire home/apt",79,4,2
2.59,"Manhattan","Entire home/apt",154,1,1
0.37,"Brooklyn","Entire home/apt",199,3,28
1.4,"Manhattan","Entire home/apt",700,3,4
0.16,"Manhattan","Entire home/apt",246,4,1
0.06,"Manhattan","Private room",125,60,1
0.08,"Brooklyn","Private room",100,1,4
3.04,"Brooklyn","Entire home/apt",295,5,1
0.58,"Manhattan","Entire home/apt",119,1,1
0.12,"Manhattan","Private room",125,1,2
1.15,"Manhattan","Entire home/apt",850,3,1
2.6,"Brooklyn","Private room",129,2,1
1.89,"Manhattan","Private room",140,1,1
1.63,"Manhattan","Private room",115,4,2
0.53,"Manhattan","Entire home/apt",200,3,2
0.14,"Brooklyn","Entire home/apt",96,120,1
0.47,"Brooklyn","Entire home/apt",199,3,28
0.32,"Brooklyn","Entire home/apt",199,3,28
0.66,"Brooklyn","Entire home/apt",199,3,28
0.04,"Brooklyn","Private room",69,1,1
0.23,"Manhattan","Entire home/apt",185,2,1
0.77,"Manhattan","Private room",81,2,1
0.26,"Brooklyn","Entire home/apt",199,3,28
0.26,"Brooklyn","Entire home/apt",199,3,28
0.47,"Brooklyn","Entire home/apt",199,3,28
0.32,"Brooklyn","Entire home/apt",199,3,28
0.44,"Brooklyn","Entire home/apt",199,3,28
0.09,"Brooklyn","Private room",349,3,28
0.03,"Brooklyn","Private room",249,3,28
0.1,"Brooklyn","Private room",299,3,28
0.05,"Brooklyn","Private room",179,3,28
0.66,"Queens","Private room",54,5,3
0.08,"Brooklyn","Private room",599,3,28
0.03,"Brooklyn","Entire home/apt",110,1,1
2.69,"Brooklyn","Entire home/apt",220,2,1
0.8,"Brooklyn","Private room",89,30,1
2.04,"Brooklyn","Entire home/apt",170,2,1
0.27,"Manhattan","Entire home/apt",495,7,2
0.98,"Queens","Entire home/apt",80,10,2
0.08,"Manhattan","Entire home/apt",760,2,1
2.31,"Brooklyn","Private room",98,4,1
0.33,"Brooklyn","Entire home/apt",125,30,1
0.57,"Brooklyn","Private room",48,90,2
2.65,"Brooklyn","Private room",64,3,2
2.5,"Brooklyn","Entire home/apt",154,3,1
1.45,"Brooklyn","Entire home/apt",139,3,1
0.23,"Queens","Private room",75,4,1
0.5,"Manhattan","Entire home/apt",325,4,1
0.12,"Manhattan","Entire home/apt",195,365,1
2.83,"Manhattan","Private room",58,1,1
0.26,"Staten Island","Entire home/apt",250,2,4
0.09,"Staten Island","Entire home/apt",125,2,4
0.05,"Brooklyn","Entire home/apt",70,7,2
3.45,"Manhattan","Entire home/apt",189,2,2
0.25,"Brooklyn","Entire home/apt",130,3,1
0.12,"Manhattan","Entire home/apt",145,7,1
0.55,"Manhattan","Private room",101,7,1
0.33,"Manhattan","Private room",95,5,1
0.12,"Manhattan","Entire home/apt",375,7,1
0.63,"Manhattan","Entire home/apt",153,31,1
0.62,"Brooklyn","Entire home/apt",92,4,1
0.46,"Manhattan","Private room",80,5,1
1.66,"Manhattan","Entire home/apt",300,4,4
1.2,"Brooklyn","Entire home/apt",145,3,1
0.91,"Manhattan","Private room",88,2,2
0.18,"Manhattan","Entire home/apt",155,1,1
0.26,"Brooklyn","Entire home/apt",185,180,1
1.02,"Queens","Private room",73,2,2
1.41,"Manhattan","Entire home/apt",225,2,1
1.84,"Manhattan","Private room",85,7,2
0.59,"Brooklyn","Private room",99,2,1
0.27,"Brooklyn","Private room",48,90,2
0.09,"Manhattan","Entire home/apt",200,5,1
0.12,"Manhattan","Entire home/apt",485,7,1
0.09,"Manhattan","Entire home/apt",310,5,1
0.39,"Manhattan","Entire home/apt",109,30,5
0.17,"Manhattan","Entire home/apt",167,30,5
0.12,"Brooklyn","Entire home/apt",147,15,1
0.77,"Manhattan","Entire home/apt",195,4,1
0.99,"Manhattan","Entire home/apt",199,28,1
1.02,"Manhattan","Private room",65,30,1
0.85,"Queens","Private room",55,1,1
0.17,"Bronx","Private room",50,2,1
0.42,"Brooklyn","Private room",60,2,1
0.96,"Manhattan","Private room",99,3,2
0.42,"Manhattan","Entire home/apt",130,2,1
0.01,"Brooklyn","Entire home/apt",290,30,1
0.7,"Manhattan","Entire home/apt",350,3,1
0.33,"Brooklyn","Private room",50,3,1
2.74,"Queens","Private room",96,2,1
0.29,"Brooklyn","Private room",45,15,3
2.95,"Queens","Private room",85,2,2
0.19,"Brooklyn","Private room",34,10,3
0.26,"Manhattan","Entire home/apt",250,3,1
0.33,"Brooklyn","Private room",190,1,2
0.06,"Brooklyn","Private room",75,2,2
1.25,"Brooklyn","Entire home/apt",93,4,1
0.19,"Brooklyn","Private room",60,5,2
0.52,"Brooklyn","Private room",65,5,2
0.21,"Manhattan","Entire home/apt",125,365,1
0.08,"Manhattan","Entire home/apt",300,3,1
2.22,"Manhattan","Entire home/apt",150,2,1
0.41,"Manhattan","Entire home/apt",56,122,1
0.53,"Manhattan","Entire home/apt",299,3,1
0.07,"Brooklyn","Private room",60,4,1
0.08,"Brooklyn","Entire home/apt",88,5,1
0.38,"Brooklyn","Private room",60,2,2
0.31,"Manhattan","Entire home/apt",1300,5,4
0.88,"Manhattan","Private room",99,2,1
1.75,"Brooklyn","Entire home/apt",110,3,2
0.13,"Brooklyn","Entire home/apt",135,5,1
0.02,"Manhattan","Entire home/apt",110,15,1
2.31,"Brooklyn","Entire home/apt",165,3,1
0.03,"Brooklyn","Entire home/apt",127,180,1
0.97,"Brooklyn","Entire home/apt",402,3,1
1.42,"Manhattan","Private room",85,6,2
0.25,"Brooklyn","Private room",75,7,3
0.6,"Manhattan","Entire home/apt",139,30,1
0.63,"Brooklyn","Entire home/apt",70,6,1
2.32,"Manhattan","Private room",50,3,1
0.03,"Queens","Private room",30,5,1
0.08,"Manhattan","Entire home/apt",250,30,1
0.04,"Brooklyn","Private room",64,1,1
0.06,"Manhattan","Entire home/apt",300,3,1
1.37,"Brooklyn","Entire home/apt",800,4,1
0.72,"Brooklyn","Entire home/apt",100,3,2
0.28,"Brooklyn","Entire home/apt",250,5,1
0.01,"Manhattan","Entire home/apt",200,27,1
0.16,"Brooklyn","Entire home/apt",140,5,1
2.38,"Manhattan","Private room",130,1,1
0.05,"Brooklyn","Entire home/apt",90,30,1
1.17,"Manhattan","Entire home/apt",90,3,1
1.57,"Brooklyn","Private room",97,3,1
0.76,"Brooklyn","Entire home/apt",91,6,1
2.52,"Brooklyn","Private room",125,3,1
0.26,"Manhattan","Entire home/apt",180,7,2
0.06,"Brooklyn","Entire home/apt",100,19,2
0.23,"Manhattan","Entire home/apt",175,3,1
0.47,"Brooklyn","Private room",65,4,2
1.1,"Manhattan","Entire home/apt",240,5,1
0.01,"Manhattan","Private room",300,6,1
0.71,"Manhattan","Entire home/apt",385,1,1
0.06,"Brooklyn","Private room",47,15,1
2.6,"Brooklyn","Entire home/apt",110,3,1
1.1,"Manhattan","Private room",75,2,1
0.23,"Brooklyn","Entire home/apt",100,3,3
0.82,"Manhattan","Entire home/apt",165,2,1
0.68,"Brooklyn","Entire home/apt",300,2,1
1.13,"Brooklyn","Entire home/apt",140,3,1
0.72,"Brooklyn","Entire home/apt",120,6,2
0.4,"Brooklyn","Entire home/apt",175,3,1
1.33,"Brooklyn","Entire home/apt",275,31,1
0.19,"Manhattan","Entire home/apt",179,8,1
0.18,"Brooklyn","Entire home/apt",189,2,1
1.42,"Manhattan","Entire home/apt",219,2,1
1.71,"Manhattan","Entire home/apt",450,20,1
0.11,"Manhattan","Entire home/apt",249,5,1
0.06,"Queens","Private room",65,2,1
0.52,"Brooklyn","Entire home/apt",250,4,1
0.41,"Manhattan","Entire home/apt",139,30,1
0.16,"Manhattan","Entire home/apt",209,7,1
0.45,"Brooklyn","Entire home/apt",120,5,1
0.03,"Queens","Entire home/apt",70,5,1
2.38,"Manhattan","Private room",90,3,1
0.07,"Manhattan","Entire home/apt",199,3,1
0.19,"Brooklyn","Private room",50,60,2
0.66,"Brooklyn","Entire home/apt",157,4,2
0.49,"Brooklyn","Entire home/apt",199,3,28
0.08,"Queens","Entire home/apt",192,3,1
0.93,"Brooklyn","Entire home/apt",199,3,28
0.99,"Manhattan","Entire home/apt",150,1,1
0.84,"Brooklyn","Entire home/apt",199,3,28
1.06,"Brooklyn","Entire home/apt",199,3,28
0.26,"Brooklyn","Entire home/apt",199,3,28
0.16,"Brooklyn","Entire home/apt",105,3,1
1.12,"Brooklyn","Private room",135,28,6
0.61,"Brooklyn","Entire home/apt",199,3,28
0.19,"Brooklyn","Private room",125,3,1
0.02,"Brooklyn","Private room",60,7,2
0.89,"Brooklyn","Entire home/apt",85,1,1
0.47,"Manhattan","Entire home/apt",300,3,1
1.07,"Brooklyn","Private room",75,2,2
0.89,"Queens","Private room",55,1,2
0.09,"Brooklyn","Private room",44,5,1
0.2,"Brooklyn","Private room",55,5,3
0.28,"Brooklyn","Private room",30,3,3
0.07,"Brooklyn","Private room",35,3,1
0.05,"Brooklyn","Private room",70,1,1
0.25,"Brooklyn","Entire home/apt",130,14,1
1.12,"Brooklyn","Private room",52,2,4
1.69,"Manhattan","Entire home/apt",250,5,1
1.39,"Brooklyn","Entire home/apt",100,1,2
0.1,"Brooklyn","Entire home/apt",130,4,1
0.49,"Manhattan","Private room",140,2,1
1.77,"Brooklyn","Private room",75,2,1
0.14,"Manhattan","Entire home/apt",150,7,1
0.57,"Manhattan","Entire home/apt",90,3,1
0.13,"Manhattan","Entire home/apt",150,2,1
2.74,"Brooklyn","Entire home/apt",180,3,2
0.18,"Brooklyn","Private room",135,3,1
1.42,"Brooklyn","Private room",65,5,1
0.22,"Manhattan","Private room",99,3,1
0.73,"Brooklyn","Private room",149,14,1
0.56,"Staten Island","Private room",59,1,1
0.39,"Manhattan","Private room",75,3,3
0.35,"Manhattan","Private room",75,3,3
0.15,"Brooklyn","Private room",75,3,1
0.2,"Manhattan","Entire home/apt",109,30,5
0.01,"Brooklyn","Entire home/apt",225,4,1
2.44,"Manhattan","Private room",86,3,1
1.09,"Queens","Private room",52,2,1
0.86,"Brooklyn","Private room",100,2,1
0.34,"Manhattan","Entire home/apt",99,30,9
1.52,"Manhattan","Private room",89,3,1
0.47,"Brooklyn","Entire home/apt",135,2,2
0.73,"Manhattan","Entire home/apt",199,14,1
0.71,"Brooklyn","Entire home/apt",89,3,1
0.57,"Manhattan","Private room",110,3,1
0.48,"Brooklyn","Entire home/apt",120,2,1
2.29,"Brooklyn","Private room",59,3,2
0.81,"Brooklyn","Private room",49,4,2
0.25,"Brooklyn","Private room",79,14,1
0.28,"Manhattan","Entire home/apt",135,30,1
2.42,"Brooklyn","Entire home/apt",185,2,1
0.73,"Brooklyn","Entire home/apt",225,4,1
0.21,"Manhattan","Entire home/apt",245,5,1
0.21,"Manhattan","Entire home/apt",115,3,1
3.6,"Brooklyn","Entire home/apt",325,2,1
1.8,"Brooklyn","Private room",95,2,2
1.22,"Manhattan","Private room",120,2,1
0.72,"Manhattan","Entire home/apt",499,30,1
2.44,"Brooklyn","Private room",75,2,2
0.94,"Manhattan","Private room",109,1,1
0.29,"Brooklyn","Entire home/apt",160,3,1
1.15,"Manhattan","Entire home/apt",219,4,2
0.47,"Manhattan","Entire home/apt",159,2,1
0.18,"Brooklyn","Private room",180,3,6
0.02,"Manhattan","Entire home/apt",150,5,1
0.14,"Manhattan","Entire home/apt",106,3,1
0.27,"Manhattan","Entire home/apt",299,10,1
3.37,"Manhattan","Entire home/apt",179,3,1
0.13,"Brooklyn","Entire home/apt",165,3,1
0.11,"Brooklyn","Entire home/apt",500,4,1
0.1,"Manhattan","Entire home/apt",250,15,1
0.62,"Manhattan","Private room",87,7,2
0.47,"Brooklyn","Private room",79,4,2
2.11,"Manhattan","Private room",75,2,3
0.6,"Brooklyn","Entire home/apt",200,30,1
0.21,"Manhattan","Private room",80,1,1
0.72,"Brooklyn","Entire home/apt",115,3,4
0.58,"Brooklyn","Entire home/apt",115,3,4
0.88,"Brooklyn","Entire home/apt",120,3,4
2.29,"Manhattan","Private room",125,3,1
0.63,"Manhattan","Entire home/apt",387,1,1
0.76,"Manhattan","Private room",95,6,2
0.45,"Manhattan","Entire home/apt",99,2,1
0.19,"Manhattan","Entire home/apt",121,1,2
0.27,"Manhattan","Entire home/apt",350,4,1
0.88,"Manhattan","Private room",75,2,2
1.27,"Manhattan","Private room",95,5,2
0.64,"Manhattan","Private room",89,1,1
0.08,"Manhattan","Private room",195,1,1
0.22,"Brooklyn","Entire home/apt",70,18,1
0.09,"Manhattan","Private room",100,3,1
0.6,"Manhattan","Entire home/apt",140,1,1
2.99,"Manhattan","Entire home/apt",189,3,2
0.1,"Brooklyn","Entire home/apt",178,30,1
0.52,"Brooklyn","Entire home/apt",145,14,1
0.08,"Brooklyn","Entire home/apt",125,5,1
0.86,"Manhattan","Entire home/apt",265,4,1
0.13,"Brooklyn","Private room",77,5,3
1.47,"Manhattan","Private room",60,3,9
1.49,"Manhattan","Entire home/apt",129,3,1
0.47,"Manhattan","Entire home/apt",199,6,1
0.39,"Brooklyn","Private room",92,7,1
0.39,"Brooklyn","Entire home/apt",185,3,1
0.31,"Manhattan","Entire home/apt",110,7,1
0.34,"Brooklyn","Private room",65,4,1
2.45,"Manhattan","Private room",135,3,2
0.14,"Manhattan","Shared room",115,30,1
0.09,"Manhattan","Private room",175,2,4
1.8,"Brooklyn","Private room",72,3,1
0.74,"Brooklyn","Private room",80,2,1
0.02,"Brooklyn","Entire home/apt",125,5,1
0.09,"Brooklyn","Private room",120,5,1
3.18,"Brooklyn","Private room",94,2,3
0.82,"Brooklyn","Private room",56,3,1
0.66,"Manhattan","Entire home/apt",549,30,1
0.1,"Brooklyn","Entire home/apt",190,2,1
0.71,"Brooklyn","Private room",129,3,2
3.04,"Brooklyn","Entire home/apt",85,5,2
0.92,"Staten Island","Private room",20,3,1
0.25,"Manhattan","Entire home/apt",145,3,1
0.15,"Manhattan","Entire home/apt",200,7,1
0.67,"Brooklyn","Entire home/apt",125,4,2
0.08,"Brooklyn","Entire home/apt",50,30,1
0.12,"Manhattan","Private room",160,3,3
0.16,"Manhattan","Private room",180,3,3
0.28,"Manhattan","Private room",100,1,1
0.02,"Brooklyn","Private room",70,5,1
1.22,"Bronx","Entire home/apt",120,2,1
0.19,"Staten Island","Private room",110,2,1
1.06,"Manhattan","Private room",105,7,1
1.32,"Manhattan","Entire home/apt",250,3,1
0.17,"Manhattan","Private room",74,240,1
0.8,"Manhattan","Entire home/apt",165,2,4
0.41,"Manhattan","Private room",99,3,1
1.46,"Manhattan","Entire home/apt",125,30,4
0.69,"Queens","Private room",75,1,2
0.11,"Queens","Shared room",45,1,2
1.22,"Brooklyn","Entire home/apt",159,2,1
0.57,"Brooklyn","Private room",45,15,4
1.51,"Manhattan","Private room",104,2,1
0.31,"Manhattan","Entire home/apt",225,4,1
0.7,"Manhattan","Private room",100,5,1
0.02,"Brooklyn","Private room",90,2,2
0.18,"Queens","Private room",75,1,2
0.44,"Manhattan","Entire home/apt",135,5,1
0.28,"Manhattan","Private room",125,1,1
1.05,"Manhattan","Entire home/apt",225,3,1
0.07,"Manhattan","Private room",85,3,1
0.34,"Manhattan","Entire home/apt",200,7,1
0.46,"Brooklyn","Entire home/apt",250,3,1
0.77,"Manhattan","Private room",90,10,1
0.68,"Brooklyn","Entire home/apt",130,30,1
0.37,"Brooklyn","Entire home/apt",90,30,1
1.84,"Brooklyn","Entire home/apt",298,30,2
0.22,"Manhattan","Entire home/apt",300,4,1
0.84,"Manhattan","Private room",125,3,3
1.88,"Manhattan","Private room",145,3,2
0.18,"Manhattan","Entire home/apt",147,2,1
3.09,"Brooklyn","Private room",123,3,3
2.75,"Brooklyn","Entire home/apt",88,3,1
0.94,"Queens","Entire home/apt",215,2,1
1.53,"Manhattan","Entire home/apt",225,3,1
0.93,"Manhattan","Entire home/apt",269,28,1
0.08,"Brooklyn","Entire home/apt",145,3,1
1.28,"Brooklyn","Private room",75,3,8
1.05,"Brooklyn","Entire home/apt",229,2,1
0.26,"Brooklyn","Entire home/apt",300,29,2
0.76,"Manhattan","Private room",100,3,3
0.1,"Brooklyn","Entire home/apt",75,2,1
2.81,"Manhattan","Entire home/apt",225,2,2
0.7,"Brooklyn","Private room",120,6,2
1.47,"Brooklyn","Entire home/apt",160,5,3
0.67,"Brooklyn","Entire home/apt",125,30,2
0.1,"Brooklyn","Entire home/apt",95,5,1
1.57,"Brooklyn","Private room",119,3,1
0.24,"Manhattan","Entire home/apt",275,2,1
0.57,"Manhattan","Entire home/apt",160,1,1
0.65,"Brooklyn","Entire home/apt",500,1,4
0.03,"Manhattan","Entire home/apt",175,14,1
0.47,"Brooklyn","Entire home/apt",87,6,2
1.76,"Brooklyn","Entire home/apt",160,1,2
0.33,"Manhattan","Private room",125,3,1
2.4,"Brooklyn","Entire home/apt",90,2,1
0.22,"Manhattan","Entire home/apt",200,7,1
0.52,"Brooklyn","Entire home/apt",250,15,2
0.31,"Manhattan","Private room",99,30,1
0.21,"Manhattan","Entire home/apt",325,30,1
1.54,"Manhattan","Private room",99,1,1
2.25,"Manhattan","Entire home/apt",325,2,1
0.09,"Manhattan","Entire home/apt",129,7,1
0.06,"Brooklyn","Entire home/apt",130,28,1
0.09,"Brooklyn","Entire home/apt",190,4,1
0.71,"Brooklyn","Private room",55,2,2
0.15,"Manhattan","Private room",60,2,1
0.09,"Manhattan","Entire home/apt",250,1,1
0.87,"Manhattan","Entire home/apt",275,3,2
0.79,"Queens","Private room",50,180,1
0.47,"Brooklyn","Entire home/apt",125,4,1
1.04,"Brooklyn","Entire home/apt",150,20,1
0.46,"Brooklyn","Entire home/apt",70,4,1
1.22,"Brooklyn","Entire home/apt",138,3,1
0.39,"Manhattan","Entire home/apt",265,4,1
0.09,"Manhattan","Private room",145,5,1
0.22,"Manhattan","Entire home/apt",151,88,1
1.14,"Manhattan","Entire home/apt",208,6,1
0.19,"Brooklyn","Entire home/apt",200,3,1
0.76,"Manhattan","Private room",110,2,1
0.31,"Manhattan","Private room",58,1,2
0.08,"Manhattan","Private room",55,2,1
0.17,"Brooklyn","Entire home/apt",105,115,1
0.07,"Manhattan","Entire home/apt",350,5,1
1,"Brooklyn","Entire home/apt",150,3,1
0.14,"Brooklyn","Private room",55,150,1
3.3,"Queens","Entire home/apt",77,3,1
0.11,"Manhattan","Entire home/apt",125,9,1
0.45,"Manhattan","Entire home/apt",395,14,1
0.1,"Brooklyn","Entire home/apt",189,7,2
0.27,"Bronx","Private room",49,1,1
0.27,"Manhattan","Entire home/apt",90,4,1
0.02,"Manhattan","Private room",100,1,1
0.06,"Brooklyn","Entire home/apt",299,2,3
0.37,"Queens","Private room",75,5,3
0.64,"Queens","Private room",69,7,3
1.78,"Brooklyn","Private room",90,1,3
1.09,"Manhattan","Private room",94,1,1
1.35,"Brooklyn","Private room",80,2,1
0.96,"Bronx","Entire home/apt",100,5,1
1.21,"Brooklyn","Private room",39,5,3
0.84,"Manhattan","Entire home/apt",250,3,1
0.32,"Brooklyn","Private room",55,7,2
0.06,"Brooklyn","Entire home/apt",200,1,1
1.4,"Brooklyn","Entire home/apt",142,3,1
3.88,"Brooklyn","Private room",70,2,3
0.09,"Brooklyn","Entire home/apt",260,2,1
0.15,"Manhattan","Entire home/apt",225,4,1
0.07,"Brooklyn","Private room",59,21,3
0.03,"Manhattan","Private room",65,1,1
0.18,"Manhattan","Entire home/apt",99,20,1
1.33,"Manhattan","Entire home/apt",239,2,1
1.47,"Manhattan","Entire home/apt",50,2,1
1.25,"Manhattan","Private room",65,4,3
0.27,"Manhattan","Entire home/apt",139,4,1
3.15,"Manhattan","Entire home/apt",174,2,2
0.08,"Manhattan","Entire home/apt",315,3,1
1.76,"Manhattan","Private room",75,3,1
2.06,"Manhattan","Entire home/apt",210,1,1
1.51,"Brooklyn","Private room",55,4,2
0.15,"Brooklyn","Entire home/apt",229,3,1
0.27,"Manhattan","Entire home/apt",150,2,1
0.55,"Manhattan","Entire home/apt",129,2,1
0.11,"Manhattan","Entire home/apt",100,8,1
0.2,"Brooklyn","Entire home/apt",200,3,1
0.06,"Manhattan","Private room",89,5,1
0.22,"Brooklyn","Entire home/apt",250,90,1
0.02,"Brooklyn","Private room",65,7,3
0.54,"Brooklyn","Entire home/apt",68,2,3
1.25,"Brooklyn","Entire home/apt",235,3,2
2.15,"Brooklyn","Entire home/apt",100,3,1
0.41,"Manhattan","Entire home/apt",311,3,1
5.27,"Queens","Shared room",39,1,1
2.3,"Manhattan","Private room",100,2,1
2.65,"Manhattan","Entire home/apt",210,1,1
1.19,"Brooklyn","Private room",55,4,4
0.13,"Manhattan","Private room",65,2,1
1.87,"Brooklyn","Entire home/apt",165,30,1
0.81,"Manhattan","Private room",89,28,1
0.05,"Manhattan","Entire home/apt",500,10,1
0.04,"Brooklyn","Entire home/apt",145,14,1
0.16,"Brooklyn","Private room",110,4,1
0.15,"Manhattan","Entire home/apt",180,5,1
0.17,"Brooklyn","Entire home/apt",115,2,1
0.06,"Brooklyn","Entire home/apt",82,15,1
1.68,"Queens","Private room",70,1,2
0.12,"Brooklyn","Entire home/apt",155,5,1
0.2,"Brooklyn","Entire home/apt",100,2,1
0.67,"Manhattan","Entire home/apt",89,30,6
0.83,"Manhattan","Entire home/apt",89,30,6
0.74,"Manhattan","Entire home/apt",99,30,6
0.2,"Manhattan","Entire home/apt",155,6,1
5.12,"Manhattan","Private room",85,1,2
0.56,"Manhattan","Private room",80,4,1
1.56,"Manhattan","Entire home/apt",135,3,1
0.03,"Brooklyn","Entire home/apt",150,6,1
0.19,"Manhattan","Entire home/apt",380,3,1
1.14,"Brooklyn","Entire home/apt",450,2,1
0.42,"Brooklyn","Entire home/apt",145,30,1
0.01,"Queens","Private room",80,3,1
3.9,"Brooklyn","Entire home/apt",225,2,2
1.41,"Manhattan","Private room",99,3,1
3.24,"Manhattan","Entire home/apt",125,1,1
0.37,"Manhattan","Entire home/apt",80,30,7
1.3,"Brooklyn","Private room",100,2,2
0.26,"Brooklyn","Private room",55,2,4
3.78,"Manhattan","Entire home/apt",328,2,1
0.85,"Brooklyn","Entire home/apt",142,7,1
0.12,"Brooklyn","Entire home/apt",350,4,1
0.39,"Brooklyn","Entire home/apt",300,2,1
0.05,"Brooklyn","Entire home/apt",105,30,1
